customer_id,first_name,last_name,email,phone,age,gender,country,state,city,registration_date,customer_segment,total_orders,total_spent,is_active
381,First_381,Last_381,customer_381@example.com,+1-555-503-3863,21,Other,Spain,,City_62,2025-01-09,Gold,0,0.0,True
382,First_382,Last_382,customer_382@example.com,+1-415-488-2650,62,Other,Italy,,City_41,2025-01-25,Silver,0,0.0,True
383,First_383,Last_383,customer_383@example.com,+1-634-315-7866,29,Other,Canada,,City_31,2024-04-15,Bronze,20,2749.15,True
384,First_384,Last_384,customer_384@example.com,+1-302-838-5422,41,F,Canada,,City_58,2023-08-28,Bronze,1,238.64,True
385,First_385,Last_385,customer_385@example.com,+1-631-611-3203,72,F,France,,City_19,2023-04-27,Gold,5,939.47,True
386,First_386,Last_386,customer_386@example.com,+1-907-267-1983,52,Other,Australia,,City_63,2022-11-05,Bronze,3,702.44,True
387,First_387,Last_387,customer_387@example.com,+1-463-452-1324,48,Other,United Kingdom,,City_58,2024-04-26,Silver,2,287.16,True
388,First_388,Last_388,customer_388@example.com,+1-491-463-6326,73,Other,Sweden,,City_26,2023-10-10,Silver,3,655.81,True
389,First_389,Last_389,customer_389@example.com,+1-371-755-6527,67,Other,Italy,,City_11,2023-01-04,Bronze,2,546.2,True
390,First_390,Last_390,customer_390@example.com,+1-819-760-7479,72,M,United Kingdom,,City_21,2023-06-23,Bronze,2,576.24,True
391,First_391,Last_391,customer_391@example.com,+1-961-817-2311,67,F,Sweden,,City_67,2023-04-01,Platinum,2,705.71,True
392,First_392,Last_392,customer_392@example.com,+1-606-636-2363,24,M,United Kingdom,,City_61,2023-07-08,Silver,0,0.0,True
393,First_393,Last_393,customer_393@example.com,+1-739-958-3795,23,Other,Spain,,City_40,2024-11-14,Bronze,5,876.49,False
394,First_394,Last_394,customer_394@example.com,+1-752-281-8480,73,F,Italy,,City_70,2023-12-02,Gold,3,205.43,True
395,First_395,Last_395,customer_395@example.com,+1-515-474-7753,51,Other,Netherlands,,City_40,2023-04-22,Gold,3,295.87,True
396,First_396,Last_396,customer_396@example.com,+1-703-873-8816,18,M,Netherlands,,City_98,2024-01-16,Gold,2,372.5,True
397,First_397,Last_397,customer_397@example.com,+1-647-504-5094,69,F,Sweden,,City_30,2023-05-01,Silver,3,258.37,True
398,First_398,Last_398,customer_398@example.com,+1-827-926-5454,71,F,France,,City_34,2023-07-23,Bronze,3,623.47,True
399,First_399,Last_399,customer_399@example.com,+1-832-563-5458,69,F,Spain,,City_25,2022-10-05,Gold,1,119.13,True
400,First_400,Last_400,customer_400@example.com,+1-304-388-5410,30,F,United States,IL,City_7,2022-12-26,Platinum,0,0.0,True
401,First_401,Last_401,customer_401@example.com,+1-710-480-8597,64,M,France,,City_12,2023-04-15,Bronze,3,411.12,True
402,First_402,Last_402,customer_402@example.com,+1-456-936-7251,39,M,Germany,,City_8,2025-07-26,Bronze,2,442.07,True
403,First_403,Last_403,customer_403@example.com,+1-733-781-4415,80,Other,France,,City_50,2025-01-22,Silver,2,365.34,True
404,First_404,Last_404,customer_404@example.com,+1-692-753-5895,77,F,Germany,,City_81,2023-12-29,Silver,5,1121.74,True
405,First_405,Last_405,customer_405@example.com,+1-798-222-7484,73,Other,France,,City_15,2025-06-14,Bronze,2,35.81,True
406,First_406,Last_406,customer_406@example.com,+1-361-611-2497,80,M,Sweden,,City_89,2025-09-10,Bronze,3,442.8,True
407,First_407,Last_407,customer_407@example.com,+1-860-874-6690,77,Other,United States,NY,City_46,2023-11-05,Silver,5,502.11,True
408,First_408,Last_408,customer_408@example.com,+1-772-401-9892,64,M,United States,WA,City_46,2023-04-14,Silver,2,63.36,True
409,First_409,Last_409,customer_409@example.com,+1-469-654-7014,54,M,Netherlands,,City_45,2024-09-05,Bronze,3,644.79,True
410,First_410,Last_410,customer_410@example.com,+1-264-774-9830,42,Other,Germany,,City_3,2022-11-27,Silver,2,530.91,True
411,First_411,Last_411,customer_411@example.com,+1-313-198-9572,51,Other,Italy,,City_99,2024-09-05,Silver,3,390.97,True
412,First_412,Last_412,customer_412@example.com,+1-597-773-9026,71,M,Germany,,City_5,2025-07-01,Bronze,3,167.39,True
413,First_413,Last_413,customer_413@example.com,+1-413-771-9051,21,F,France,,City_78,2024-04-22,Silver,0,0.0,True
414,First_414,Last_414,customer_414@example.com,+1-259-943-5355,47,Other,United States,VA,City_72,2025-04-18,Silver,8,3870.68,True
415,First_415,Last_415,customer_415@example.com,+1-942-336-9710,71,F,United Kingdom,,City_28,2025-05-07,Platinum,0,0.0,True
416,First_416,Last_416,customer_416@example.com,+1-308-884-6864,51,Other,France,,City_73,2024-08-29,Silver,1,376.2,True
417,First_417,Last_417,customer_417@example.com,+1-814-553-6772,74,M,Germany,,City_24,2023-05-08,Silver,3,874.41,True
418,First_418,Last_418,customer_418@example.com,+1-758-319-7145,72,F,Spain,,City_98,2023-12-04,Silver,8,1044.92,True
419,First_419,Last_419,customer_419@example.com,+1-491-710-1267,41,F,Italy,,City_51,2024-04-26,Bronze,0,0.0,True
420,First_420,Last_420,customer_420@example.com,+1-906-942-5521,18,F,France,,City_28,2024-01-19,Gold,0,0.0,True
421,First_421,Last_421,customer_421@example.com,+1-796-355-4817,53,Other,Sweden,,City_20,2022-11-16,Bronze,3,226.48,True
422,First_422,Last_422,customer_422@example.com,+1-377-599-2562,23,Other,Spain,,City_73,2024-01-22,Gold,5,1742.95,True
423,First_423,Last_423,customer_423@example.com,+1-989-442-6700,20,Other,Sweden,,City_49,2024-01-22,Bronze,0,0.0,True
424,First_424,Last_424,customer_424@example.com,+1-591-155-5993,44,M,France,,City_96,2023-04-23,Silver,3,45.7,True
425,First_425,Last_425,customer_425@example.com,+1-602-556-9269,52,Other,Germany,,City_42,2023-12-15,Silver,1,36.77,True
426,First_426,Last_426,customer_426@example.com,+1-468-187-7529,36,F,Germany,,City_17,2023-04-28,Bronze,3,1115.3,True
427,First_427,Last_427,customer_427@example.com,+1-953-636-5034,66,M,Italy,,City_72,2025-01-04,Bronze,2,472.16,True
428,First_428,Last_428,customer_428@example.com,+1-887-523-7939,67,F,Australia,,City_88,2024-04-01,Gold,0,0.0,True
429,First_429,Last_429,customer_429@example.com,+1-287-215-1893,38,F,Sweden,,City_84,2024-09-03,Bronze,2,296.97,True
430,First_430,Last_430,customer_430@example.com,+1-957-650-4471,73,F,United States,NJ,City_89,2024-11-30,Gold,2,374.23,True
431,First_431,Last_431,customer_431@example.com,+1-585-696-9631,66,F,Netherlands,,City_62,2022-10-23,Silver,30,9654.84,True
432,First_432,Last_432,customer_432@example.com,+1-477-778-6901,36,M,Sweden,,City_35,2025-05-28,Bronze,5,63.34,True
433,First_433,Last_433,customer_433@example.com,+1-696-987-9709,36,Other,Spain,,City_30,2025-08-20,Platinum,3,1005.27,True
434,First_434,Last_434,customer_434@example.com,+1-602-862-3572,50,F,Netherlands,,City_92,2024-08-17,Bronze,1,214.08,False
435,First_435,Last_435,customer_435@example.com,+1-463-999-7343,58,F,France,,City_65,2023-10-02,Bronze,0,0.0,True
436,First_436,Last_436,customer_436@example.com,+1-591-633-4726,78,Other,Canada,,City_29,2025-07-30,Bronze,8,2328.16,True
437,First_437,Last_437,customer_437@example.com,+1-900-919-4314,45,F,Sweden,,City_43,2024-11-20,Bronze,1,287.73,True
438,First_438,Last_438,customer_438@example.com,+1-778-261-6201,62,Other,Netherlands,,City_18,2024-01-05,Bronze,12,4822.3,True
439,First_439,Last_439,customer_439@example.com,+1-623-521-5970,78,Other,United Kingdom,,City_24,2022-10-03,Bronze,8,2817.14,True
440,First_440,Last_440,customer_440@example.com,+1-780-727-4783,27,M,United Kingdom,,City_17,2024-03-17,Bronze,5,1300.92,True
441,First_441,Last_441,customer_441@example.com,+1-929-765-7126,61,M,Australia,,City_11,2024-06-13,Silver,3,603.23,True
442,First_442,Last_442,customer_442@example.com,+1-982-115-5421,49,F,Germany,,City_21,2023-07-28,Bronze,0,0.0,True
443,First_443,Last_443,customer_443@example.com,+1-668-352-8005,65,Other,France,,City_97,2024-06-30,Bronze,1,263.42,True
444,First_444,Last_444,customer_444@example.com,+1-737-756-1630,56,Other,Spain,,City_93,2025-07-05,Bronze,3,1105.72,True
445,First_445,Last_445,customer_445@example.com,+1-983-745-1807,47,M,France,,City_67,2023-03-19,Silver,30,947.01,True
446,First_446,Last_446,customer_446@example.com,+1-712-215-3945,43,F,Canada,,City_60,2023-04-12,Bronze,2,566.23,True
447,First_447,Last_447,customer_447@example.com,+1-665-192-5097,43,F,Australia,,City_58,2024-12-25,Bronze,3,2088.33,True
448,First_448,Last_448,customer_448@example.com,+1-593-844-9383,63,Other,United Kingdom,,City_12,2024-10-28,Bronze,2,289.06,True
449,First_449,Last_449,customer_449@example.com,+1-353-266-3369,42,Other,Spain,,City_6,2024-11-05,Silver,12,2794.32,True
450,First_450,Last_450,customer_450@example.com,+1-334-307-1057,44,F,Canada,,City_94,2025-06-15,Silver,2,539.14,True
451,First_451,Last_451,customer_451@example.com,+1-705-343-4553,18,F,Italy,,City_64,2024-04-28,Silver,0,0.0,True
452,First_452,Last_452,customer_452@example.com,+1-760-384-4401,47,F,Italy,,City_11,2023-01-28,Silver,0,0.0,True
453,First_453,Last_453,customer_453@example.com,+1-250-211-7831,59,F,United States,IL,City_5,2025-06-08,Silver,8,976.8,True
454,First_454,Last_454,customer_454@example.com,+1-236-195-5903,61,F,Sweden,,City_85,2024-11-02,Silver,3,541.05,True
455,First_455,Last_455,customer_455@example.com,+1-537-639-7779,70,M,Spain,,City_71,2023-08-14,Bronze,3,192.02,True
456,First_456,Last_456,customer_456@example.com,+1-923-394-7996,57,M,United Kingdom,,City_74,2024-07-27,Silver,3,948.85,True
457,First_457,Last_457,customer_457@example.com,+1-847-609-9069,34,Other,Sweden,,City_80,2023-12-20,Bronze,1,231.3,True
458,First_458,Last_458,customer_458@example.com,+1-412-918-7793,63,F,France,,City_1,2024-06-09,Bronze,3,1320.27,True
459,First_459,Last_459,customer_459@example.com,+1-507-618-6307,40,Other,France,,City_2,2023-11-15,Silver,5,537.54,True
460,First_460,Last_460,customer_460@example.com,+1-538-953-6536,61,F,Australia,,City_51,2025-02-07,Silver,3,79.22,True
461,First_461,Last_461,customer_461@example.com,+1-673-902-7782,76,F,United States,IL,City_62,2023-01-21,Bronze,3,1755.38,True
462,First_462,Last_462,customer_462@example.com,+1-901-439-6793,71,Other,Canada,,City_73,2025-06-06,Silver,2,434.62,True
463,First_463,Last_463,customer_463@example.com,+1-809-219-6050,35,M,Australia,,City_49,2024-11-27,Silver,8,1887.1,True
464,First_464,Last_464,customer_464@example.com,+1-509-321-9603,63,M,Canada,,City_53,2023-12-24,Bronze,8,1181.34,True
465,First_465,Last_465,customer_465@example.com,+1-694-612-3524,41,M,France,,City_12,2025-02-11,Bronze,0,0.0,True
466,First_466,Last_466,customer_466@example.com,+1-728-792-3174,64,Other,Canada,,City_100,2023-01-12,Bronze,5,278.07,True
467,First_467,Last_467,customer_467@example.com,+1-289-441-8649,47,F,Netherlands,,City_15,2025-07-16,Bronze,12,3779.09,True
468,First_468,Last_468,customer_468@example.com,+1-526-891-8227,51,Other,Canada,,City_3,2025-03-01,Silver,2,174.83,True
469,First_469,Last_469,customer_469@example.com,+1-558-662-6218,27,M,Canada,,City_15,2024-03-19,Bronze,3,619.81,True
470,First_470,Last_470,customer_470@example.com,+1-229-582-1826,54,M,Germany,,City_10,2024-02-26,Bronze,8,1757.55,True
471,First_471,Last_471,customer_471@example.com,+1-656-731-6826,23,F,Spain,,City_23,2025-06-10,Silver,8,2172.7,True
472,First_472,Last_472,customer_472@example.com,+1-915-579-2593,63,Other,Netherlands,,City_11,2024-08-19,Platinum,5,923.72,True
473,First_473,Last_473,customer_473@example.com,+1-532-564-8987,48,M,France,,City_19,2023-02-18,Gold,3,977.56,False
474,First_474,Last_474,customer_474@example.com,+1-615-937-2752,40,F,Italy,,City_22,2025-02-09,Bronze,2,475.91,True
475,First_475,Last_475,customer_475@example.com,+1-693-493-2082,68,F,Netherlands,,City_60,2025-05-06,Bronze,2,531.79,True
476,First_476,Last_476,customer_476@example.com,+1-928-687-8972,68,F,Sweden,,City_44,2023-04-30,Silver,1,295.3,True
477,First_477,Last_477,customer_477@example.com,+1-810-889-7208,38,Other,United Kingdom,,City_57,2023-02-23,Bronze,20,895.28,True
478,First_478,Last_478,customer_478@example.com,+1-599-730-8326,23,M,Germany,,City_75,2025-05-26,Gold,3,219.62,True
479,First_479,Last_479,customer_479@example.com,+1-330-972-5819,37,Other,Canada,,City_56,2023-12-20,Silver,12,3118.48,True
480,First_480,Last_480,customer_480@example.com,+1-804-503-6212,18,Other,Netherlands,,City_46,2025-06-12,Bronze,2,55.01,True
481,First_481,Last_481,customer_481@example.com,+1-568-960-7835,42,F,Netherlands,,City_28,2023-06-20,Silver,3,258.03,True
482,First_482,Last_482,customer_482@example.com,+1-339-186-3248,26,M,United Kingdom,,City_83,2025-01-14,Bronze,5,969.75,True
483,First_483,Last_483,customer_483@example.com,+1-593-463-4698,73,F,Sweden,,City_55,2023-05-31,Silver,3,502.87,True
484,First_484,Last_484,customer_484@example.com,+1-238-681-8917,54,F,France,,City_92,2025-09-13,Silver,2,445.14,True
485,First_485,Last_485,customer_485@example.com,+1-486-576-9469,55,F,United Kingdom,,City_19,2025-02-09,Silver,3,1705.95,True
486,First_486,Last_486,customer_486@example.com,+1-551-647-1176,33,F,United Kingdom,,City_88,2025-03-31,Silver,5,634.31,True
487,First_487,Last_487,customer_487@example.com,+1-811-867-5981,75,F,Sweden,,City_94,2022-11-14,Bronze,2,158.5,True
488,First_488,Last_488,customer_488@example.com,+1-498-928-1447,21,Other,Italy,,City_75,2024-04-13,Bronze,0,0.0,True
489,First_489,Last_489,customer_489@example.com,+1-959-214-3860,26,Other,United Kingdom,,City_36,2025-04-13,Bronze,3,343.05,True
490,First_490,Last_490,customer_490@example.com,+1-233-451-2382,60,F,Australia,,City_23,2024-11-23,Bronze,5,965.76,True
491,First_491,Last_491,customer_491@example.com,+1-791-851-6653,71,F,Spain,,City_99,2024-11-17,Bronze,5,1755.2,True
492,First_492,Last_492,customer_492@example.com,+1-745-339-7222,66,M,United States,PA,City_60,2024-04-05,Bronze,2,745.43,True
493,First_493,Last_493,customer_493@example.com,+1-659-491-6172,48,F,Germany,,City_68,2023-07-23,Gold,0,0.0,True
494,First_494,Last_494,customer_494@example.com,+1-300-361-7408,24,Other,Australia,,City_56,2025-07-06,Silver,5,567.41,True
495,First_495,Last_495,customer_495@example.com,+1-760-110-1138,64,Other,Sweden,,City_99,2024-05-21,Bronze,2,635.34,True
496,First_496,Last_496,customer_496@example.com,+1-234-124-2506,44,M,Netherlands,,City_14,2025-09-04,Silver,2,700.56,True
497,First_497,Last_497,customer_497@example.com,+1-819-233-7159,78,Other,United Kingdom,,City_91,2024-07-11,Platinum,0,0.0,True
498,First_498,Last_498,customer_498@example.com,+1-483-887-7995,75,M,Germany,,City_33,2024-09-15,Bronze,5,235.85,True
499,First_499,Last_499,customer_499@example.com,+1-471-282-8218,34,M,United Kingdom,,City_36,2023-12-06,Silver,2,267.6,True
500,First_500,Last_500,customer_500@example.com,+1-932-365-2692,57,F,Germany,,City_83,2024-08-14,Bronze,1,281.15,True
501,First_501,Last_501,customer_501@example.com,+1-238-780-7397,67,F,United States,TN,City_20,2024-05-03,Silver,0,0.0,True
502,First_502,Last_502,customer_502@example.com,+1-945-899-2148,75,F,Sweden,,City_1,2023-11-23,Silver,12,2348.89,True
503,First_503,Last_503,customer_503@example.com,+1-610-156-2485,42,Other,Italy,,City_16,2025-09-22,Silver,12,1716.98,True
504,First_504,Last_504,customer_504@example.com,+1-309-745-6886,23,F,Canada,,City_83,2023-11-02,Bronze,3,366.73,True
505,First_505,Last_505,customer_505@example.com,+1-264-911-9856,65,M,Germany,,City_5,2023-04-16,Bronze,5,1242.56,True
506,First_506,Last_506,customer_506@example.com,+1-869-783-9570,52,F,United States,NY,City_44,2022-12-10,Bronze,5,166.31,True
507,First_507,Last_507,customer_507@example.com,+1-833-146-4976,65,Other,France,,City_10,2024-11-27,Bronze,1,288.72,True
508,First_508,Last_508,customer_508@example.com,+1-308-216-9145,18,M,United States,MI,City_13,2025-01-04,Bronze,1,247.38,True
509,First_509,Last_509,customer_509@example.com,+1-900-689-9943,22,M,Spain,,City_44,2024-07-04,Gold,30,9232.27,True
510,First_510,Last_510,customer_510@example.com,+1-913-478-3703,66,M,Sweden,,City_23,2024-07-19,Bronze,1,70.54,True
511,First_511,Last_511,customer_511@example.com,+1-698-182-1104,26,M,Sweden,,City_49,2025-07-07,Silver,0,0.0,True
512,First_512,Last_512,customer_512@example.com,+1-444-278-1616,44,Other,Italy,,City_89,2024-02-25,Bronze,1,112.94,True
513,First_513,Last_513,customer_513@example.com,+1-297-733-6929,57,M,Canada,,City_45,2022-12-10,Bronze,3,261.62,True
514,First_514,Last_514,customer_514@example.com,+1-685-609-3888,32,F,France,,City_36,2022-11-24,Bronze,1,73.21,True
515,First_515,Last_515,customer_515@example.com,+1-664-144-2710,21,Other,Australia,,City_37,2025-07-02,Bronze,2,526.54,True
516,First_516,Last_516,customer_516@example.com,+1-533-529-4256,28,M,Italy,,City_66,2024-10-03,Bronze,8,2771.29,True
517,First_517,Last_517,customer_517@example.com,+1-696-155-8141,32,M,Australia,,City_30,2023-12-01,Bronze,5,482.63,True
518,First_518,Last_518,customer_518@example.com,+1-543-230-1525,29,F,Australia,,City_18,2023-03-12,Bronze,1,142.96,True
519,First_519,Last_519,customer_519@example.com,+1-818-260-3784,35,M,United Kingdom,,City_60,2025-05-29,Bronze,1,137.63,True
520,First_520,Last_520,customer_520@example.com,+1-214-847-8014,23,F,Netherlands,,City_63,2024-06-15,Gold,1,188.11,True
521,First_521,Last_521,customer_521@example.com,+1-951-887-9261,33,F,Spain,,City_75,2024-05-11,Bronze,12,407.03,False
522,First_522,Last_522,customer_522@example.com,+1-971-112-7662,69,Other,United Kingdom,,City_58,2023-01-21,Bronze,0,0.0,True
523,First_523,Last_523,customer_523@example.com,+1-885-412-3650,40,F,France,,City_83,2024-12-31,Platinum,0,0.0,True
524,First_524,Last_524,customer_524@example.com,+1-841-575-1022,80,F,Italy,,City_99,2025-08-10,Bronze,5,424.72,True
525,First_525,Last_525,customer_525@example.com,+1-755-689-4393,42,Other,Australia,,City_68,2025-05-07,Bronze,2,225.11,True
526,First_526,Last_526,customer_526@example.com,+1-592-474-8624,57,F,United States,IN,City_87,2025-04-16,Bronze,0,0.0,True
527,First_527,Last_527,customer_527@example.com,+1-444-652-2860,41,M,Netherlands,,City_91,2023-09-11,Bronze,5,456.8,True
528,First_528,Last_528,customer_528@example.com,+1-264-481-6656,66,Other,France,,City_42,2024-07-26,Bronze,2,618.47,True
529,First_529,Last_529,customer_529@example.com,+1-909-928-2075,51,M,Italy,,City_91,2022-12-07,Silver,8,1171.32,True
530,First_530,Last_530,customer_530@example.com,+1-913-251-9131,23,M,Spain,,City_23,2023-03-06,Bronze,20,1191.78,True
531,First_531,Last_531,customer_531@example.com,+1-654-855-1351,51,Other,United States,MI,City_54,2024-08-06,Platinum,3,202.29,True
532,First_532,Last_532,customer_532@example.com,+1-697-707-9686,19,M,Netherlands,,City_83,2025-05-23,Bronze,3,870.45,True
533,First_533,Last_533,customer_533@example.com,+1-248-251-6785,47,F,Sweden,,City_17,2023-04-01,Gold,2,295.57,True
534,First_534,Last_534,customer_534@example.com,+1-357-265-4897,57,M,Netherlands,,City_37,2024-10-23,Bronze,1,333.61,True
535,First_535,Last_535,customer_535@example.com,+1-552-251-7109,54,M,Italy,,City_34,2023-12-20,Bronze,1,332.7,True
536,First_536,Last_536,customer_536@example.com,+1-527-259-1070,52,F,United Kingdom,,City_4,2024-10-31,Bronze,3,215.79,True
537,First_537,Last_537,customer_537@example.com,+1-882-250-8243,39,Other,Canada,,City_61,2022-11-24,Gold,20,7640.52,True
538,First_538,Last_538,customer_538@example.com,+1-656-465-2515,64,F,United States,IL,City_87,2025-02-10,Silver,2,317.76,True
539,First_539,Last_539,customer_539@example.com,+1-751-969-8298,55,Other,France,,City_99,2024-08-25,Bronze,0,0.0,True
540,First_540,Last_540,customer_540@example.com,+1-882-469-7513,80,Other,Spain,,City_25,2025-04-03,Bronze,3,616.23,True
541,First_541,Last_541,customer_541@example.com,+1-654-859-7809,41,F,Australia,,City_2,2023-05-07,Bronze,2,103.39,True
542,First_542,Last_542,customer_542@example.com,+1-412-410-8776,28,Other,Spain,,City_94,2024-02-15,Gold,1,245.12,True
543,First_543,Last_543,customer_543@example.com,+1-854-379-7791,39,M,Sweden,,City_97,2022-10-19,Bronze,0,0.0,True
544,First_544,Last_544,customer_544@example.com,+1-509-954-5979,63,Other,Germany,,City_26,2023-02-25,Bronze,2,453.21,True
545,First_545,Last_545,customer_545@example.com,+1-881-394-7834,32,M,United States,IL,City_34,2023-02-22,Bronze,3,829.25,True
546,First_546,Last_546,customer_546@example.com,+1-963-470-8872,19,M,Canada,,City_64,2024-05-15,Platinum,0,0.0,True
547,First_547,Last_547,customer_547@example.com,+1-349-427-8553,58,Other,Italy,,City_89,2024-04-18,Gold,2,218.37,True
548,First_548,Last_548,customer_548@example.com,+1-742-754-2258,40,M,United States,NC,City_47,2024-12-25,Bronze,12,1704.37,True
549,First_549,Last_549,customer_549@example.com,+1-508-377-6939,66,M,Sweden,,City_97,2024-09-18,Bronze,2,256.26,True
550,First_550,Last_550,customer_550@example.com,+1-366-204-4569,70,M,United States,IL,City_67,2023-10-09,Bronze,5,814.34,True
551,First_551,Last_551,customer_551@example.com,+1-919-874-2867,71,M,Netherlands,,City_79,2024-07-03,Silver,20,10699.09,True
552,First_552,Last_552,customer_552@example.com,+1-811-635-6604,25,M,United States,TN,City_45,2025-04-25,Bronze,2,949.01,True
553,First_553,Last_553,customer_553@example.com,+1-414-233-2287,19,Other,United Kingdom,,City_29,2024-01-14,Bronze,5,1578.83,True
554,First_554,Last_554,customer_554@example.com,+1-807-160-8685,22,M,Italy,,City_97,2025-02-12,Bronze,1,28.34,True
555,First_555,Last_555,customer_555@example.com,+1-326-716-4365,20,M,Canada,,City_86,2024-04-28,Bronze,0,0.0,True
556,First_556,Last_556,customer_556@example.com,+1-712-899-4962,29,Other,Australia,,City_4,2024-08-15,Bronze,8,1113.05,True
557,First_557,Last_557,customer_557@example.com,+1-204-842-2616,24,Other,United States,IN,City_28,2025-05-12,Silver,20,1612.94,True
558,First_558,Last_558,customer_558@example.com,+1-563-488-7948,72,Other,Italy,,City_47,2022-12-01,Silver,1,303.82,True
559,First_559,Last_559,customer_559@example.com,+1-495-670-1665,44,M,Australia,,City_16,2024-06-19,Bronze,3,594.23,True
560,First_560,Last_560,customer_560@example.com,+1-638-293-2140,25,F,Canada,,City_59,2022-12-22,Silver,2,453.26,True
561,First_561,Last_561,customer_561@example.com,+1-735-774-2392,78,Other,Australia,,City_23,2023-01-28,Bronze,5,1513.39,True
562,First_562,Last_562,customer_562@example.com,+1-403-446-4281,43,Other,Sweden,,City_14,2023-07-13,Silver,8,637.18,True
563,First_563,Last_563,customer_563@example.com,+1-974-908-7557,25,M,Spain,,City_93,2023-06-24,Bronze,5,1982.91,True
564,First_564,Last_564,customer_564@example.com,+1-843-237-1486,49,Other,Canada,,City_19,2023-06-23,Silver,1,106.29,True
565,First_565,Last_565,customer_565@example.com,+1-510-736-2578,71,M,Italy,,City_87,2025-06-12,Bronze,1,255.56,True
566,First_566,Last_566,customer_566@example.com,+1-753-659-1289,67,F,Italy,,City_26,2022-10-30,Bronze,3,606.68,True
567,First_567,Last_567,customer_567@example.com,+1-770-775-5965,45,M,Spain,,City_58,2025-07-26,Bronze,2,364.34,True
568,First_568,Last_568,customer_568@example.com,+1-875-667-9837,49,F,Germany,,City_40,2024-10-27,Silver,3,178.79,True
569,First_569,Last_569,customer_569@example.com,+1-528-162-1461,53,M,Netherlands,,City_8,2023-01-28,Bronze,3,422.64,True
570,First_570,Last_570,customer_570@example.com,+1-638-453-6855,71,F,Australia,,City_95,2025-01-09,Silver,5,1343.53,True
571,First_571,Last_571,customer_571@example.com,+1-220-651-6343,60,M,France,,City_31,2025-06-05,Silver,3,372.85,False
572,First_572,Last_572,customer_572@example.com,+1-700-202-4373,75,F,Canada,,City_3,2022-11-09,Silver,3,463.78,True
573,First_573,Last_573,customer_573@example.com,+1-277-960-9779,69,Other,Australia,,City_22,2022-12-04,Silver,2,344.75,True
574,First_574,Last_574,customer_574@example.com,+1-479-168-9700,21,F,Sweden,,City_52,2024-04-03,Gold,3,719.82,True
575,First_575,Last_575,customer_575@example.com,+1-611-357-9443,40,M,Canada,,City_65,2024-07-26,Gold,2,438.74,True
576,First_576,Last_576,customer_576@example.com,+1-745-928-8106,74,M,Netherlands,,City_24,2024-09-24,Silver,1,185.43,True
577,First_577,Last_577,customer_577@example.com,+1-645-520-6220,51,M,Australia,,City_60,2025-05-29,Bronze,1,313.45,True
578,First_578,Last_578,customer_578@example.com,+1-615-344-2860,58,M,Spain,,City_35,2025-05-20,Gold,3,324.51,True
579,First_579,Last_579,customer_579@example.com,+1-464-908-5551,33,F,Italy,,City_63,2025-08-03,Silver,2,153.14,True
580,First_580,Last_580,customer_580@example.com,+1-265-516-6954,59,M,Italy,,City_3,2024-10-03,Bronze,8,1018.73,True
581,First_581,Last_581,customer_581@example.com,+1-737-357-9133,43,Other,Germany,,City_31,2025-03-28,Bronze,5,2487.57,True
582,First_582,Last_582,customer_582@example.com,+1-633-323-3363,56,M,Australia,,City_43,2024-05-29,Gold,5,2274.35,True
583,First_583,Last_583,customer_583@example.com,+1-315-424-9941,80,F,Italy,,City_53,2024-07-17,Bronze,3,586.79,True
584,First_584,Last_584,customer_584@example.com,+1-820-135-1895,79,F,Germany,,City_47,2024-05-12,Bronze,2,250.78,True
585,First_585,Last_585,customer_585@example.com,+1-653-497-1128,34,Other,Spain,,City_40,2024-05-26,Silver,5,1084.1,True
586,First_586,Last_586,customer_586@example.com,+1-364-549-6196,77,F,Canada,,City_12,2023-07-17,Gold,5,608.78,True
587,First_587,Last_587,customer_587@example.com,+1-540-834-7920,68,M,Canada,,City_11,2023-06-19,Gold,12,2244.84,True
588,First_588,Last_588,customer_588@example.com,+1-534-564-1448,70,M,Canada,,City_65,2025-03-07,Bronze,2,708.72,True
589,First_589,Last_589,customer_589@example.com,+1-361-355-9460,58,F,Germany,,City_1,2024-09-17,Bronze,3,381.84,True
590,First_590,Last_590,customer_590@example.com,+1-807-946-6367,72,Other,Spain,,City_41,2025-01-05,Bronze,8,543.46,True
591,First_591,Last_591,customer_591@example.com,+1-221-123-4747,23,F,Australia,,City_24,2024-08-18,Bronze,2,1018.7,True
592,First_592,Last_592,customer_592@example.com,+1-576-274-2922,30,F,Germany,,City_7,2023-02-24,Bronze,2,218.78,False
593,First_593,Last_593,customer_593@example.com,+1-591-233-8066,70,Other,Italy,,City_16,2023-03-14,Bronze,1,111.37,True
594,First_594,Last_594,customer_594@example.com,+1-441-732-8388,70,F,France,,City_54,2024-07-14,Bronze,5,131.1,True
595,First_595,Last_595,customer_595@example.com,+1-903-317-7283,55,Other,Italy,,City_11,2023-09-02,Bronze,1,130.54,True
596,First_596,Last_596,customer_596@example.com,+1-820-786-1745,22,M,Netherlands,,City_8,2024-04-22,Bronze,12,2244.01,False
597,First_597,Last_597,customer_597@example.com,+1-715-604-6557,80,F,Australia,,City_17,2024-01-18,Platinum,3,723.74,True
598,First_598,Last_598,customer_598@example.com,+1-487-865-6907,23,F,Netherlands,,City_56,2025-01-01,Bronze,1,33.89,True
599,First_599,Last_599,customer_599@example.com,+1-954-603-3478,75,F,Sweden,,City_98,2024-02-27,Gold,3,516.87,True
