address_id,customer_id,address_type,street_address,city,state,postal_code,country,is_default
444,422,shipping,9702 Oak Ave,City_73,,98405,Spain,True
445,884,shipping,3433 Maple Dr,City_37,OH,84198,United States,False
446,647,shipping,494 Main St,City_25,,50881,Netherlands,False
447,83,shipping,5972 Maple Dr,City_78,,85173,France,False
448,411,shipping,1233 Maple Dr,City_99,,43888,Italy,False
449,1394,shipping,5961 Maple Dr,City_33,,61463,Canada,True
450,55,shipping,7444 Elm St,City_63,,50492,Spain,True
451,233,shipping,1690 Oak Ave,City_13,NY,59864,United States,True
452,587,shipping,4047 Pine Rd,City_11,,27723,Canada,False
453,844,shipping,2856 Oak Ave,City_71,,70628,Canada,True
454,818,billing,3121 Main St,City_51,,52673,Canada,False
455,321,shipping,8358 Elm St,City_44,,46571,Italy,True
456,741,billing,3625 Oak Ave,City_34,,96166,France,True
457,158,billing,1253 Elm St,City_61,WI,43774,United States,True
458,952,shipping,9993 Pine Rd,City_91,,55247,France,False
459,617,shipping,9726 Main St,City_63,,77799,Italy,False
460,1079,shipping,4326 Elm St,City_100,,16661,France,True
461,870,billing,9155 Maple Dr,City_35,,73525,Germany,False
462,877,billing,75 Oak Ave,City_32,,83743,Italy,True
463,394,shipping,5658 Elm St,City_70,,94868,Italy,True
464,1469,billing,4244 Main St,City_28,,85847,United Kingdom,True
465,347,shipping,8908 Oak Ave,City_17,,68102,Australia,True
466,645,shipping,9139 Maple Dr,City_53,,33102,Sweden,False
467,901,billing,6721 Oak Ave,City_85,,26088,Sweden,True
468,25,shipping,8947 Elm St,City_9,,32598,Australia,True
469,660,billing,763 Elm St,City_96,,74602,France,False
470,620,shipping,8683 Main St,City_61,,64455,Spain,False
471,1037,shipping,173 Pine Rd,City_47,,38300,France,True
472,1091,shipping,2212 Elm St,City_83,VA,73614,United States,True
473,391,billing,7600 Pine Rd,City_67,,98987,Sweden,False
474,138,billing,2758 Elm St,City_47,,80264,Australia,False
475,396,shipping,4340 Oak Ave,City_98,,72677,Netherlands,True
476,613,shipping,2623 Pine Rd,City_80,,28162,Italy,True
477,196,shipping,1325 Pine Rd,City_39,,13278,France,False
478,773,shipping,940 Pine Rd,City_5,,81568,Netherlands,True
479,898,billing,9367 Pine Rd,City_5,,38099,Canada,True
480,524,billing,7229 Main St,City_99,,58995,Italy,False
481,628,shipping,9010 Maple Dr,City_47,,71105,Spain,True
482,859,billing,589 Elm St,City_22,,94555,Italy,False
483,996,billing,2950 Maple Dr,City_76,,93320,Spain,True
484,866,shipping,8897 Maple Dr,City_29,,98346,Italy,True
485,600,shipping,8596 Main St,City_7,,93549,Germany,False
486,404,shipping,580 Maple Dr,City_81,,34482,Germany,True
487,921,billing,8937 Main St,City_5,TN,84112,United States,True
488,863,shipping,4209 Maple Dr,City_25,,72913,United Kingdom,True
489,344,billing,4061 Oak Ave,City_72,,60330,Netherlands,True
490,1376,shipping,5852 Maple Dr,City_29,,82210,United Kingdom,False
491,413,shipping,9522 Main St,City_78,,98165,France,True
492,1021,shipping,8601 Main St,City_77,,37457,Spain,True
493,935,billing,2307 Oak Ave,City_32,,23710,Australia,False
494,930,billing,6676 Elm St,City_70,VA,62092,United States,False
495,618,shipping,8537 Oak Ave,City_54,,41923,Spain,True
496,1264,shipping,8495 Maple Dr,City_18,,97962,Canada,False
497,913,billing,8359 Oak Ave,City_93,,33719,Canada,True
498,877,billing,9511 Elm St,City_32,,75423,Italy,True
499,104,shipping,8725 Pine Rd,City_59,,33632,Spain,True
500,938,shipping,991 Elm St,City_74,,67378,Germany,True
501,148,shipping,7086 Maple Dr,City_32,,21702,Italy,False
502,26,billing,4248 Elm St,City_15,,40333,Canada,True
503,1420,shipping,313 Main St,City_29,,55150,Italy,False
504,179,shipping,2141 Main St,City_51,,43549,Netherlands,False
505,895,billing,1491 Oak Ave,City_31,,93868,Germany,True
506,1214,billing,6795 Elm St,City_66,,34809,Germany,True
507,569,shipping,1978 Maple Dr,City_8,,43547,Netherlands,False
508,1346,billing,6805 Pine Rd,City_10,,99029,Sweden,True
509,369,shipping,8257 Main St,City_52,,33209,Netherlands,True
510,195,shipping,1510 Pine Rd,City_20,,92688,Netherlands,False
511,753,shipping,8945 Main St,City_76,,84629,United Kingdom,False
512,1116,shipping,5087 Maple Dr,City_13,,30230,Sweden,True
513,833,shipping,4875 Oak Ave,City_79,,52539,Sweden,False
514,717,shipping,3680 Main St,City_63,TX,91317,United States,True
515,77,shipping,7715 Oak Ave,City_70,,73268,Italy,False
516,359,shipping,1695 Elm St,City_19,MD,54341,United States,True
517,1183,billing,6857 Oak Ave,City_33,,33899,Sweden,False
518,28,billing,4722 Main St,City_10,,57113,United Kingdom,True
519,421,shipping,5361 Elm St,City_20,,76399,Sweden,True
520,1001,shipping,137 Maple Dr,City_86,,78234,Italy,False
521,899,shipping,2583 Main St,City_46,,69013,Germany,False
522,1091,shipping,9275 Elm St,City_83,VA,27055,United States,False
523,1040,shipping,3717 Pine Rd,City_26,,64016,United Kingdom,True
524,423,shipping,4460 Elm St,City_49,,19731,Sweden,False
525,1247,shipping,7415 Pine Rd,City_19,GA,41875,United States,True
526,1355,shipping,6292 Elm St,City_79,,95689,Australia,True
527,478,shipping,212 Main St,City_75,,93192,Germany,True
528,289,billing,4914 Elm St,City_53,,97641,France,False
529,1093,shipping,6319 Maple Dr,City_46,,88411,Australia,False
530,1121,shipping,5643 Maple Dr,City_59,,59251,United Kingdom,True
531,1306,billing,2389 Pine Rd,City_3,,17005,Spain,True
532,339,shipping,7778 Elm St,City_66,,57011,Australia,False
533,537,billing,5687 Elm St,City_61,,32823,Canada,True
534,1351,shipping,7440 Main St,City_78,,79800,Spain,True
535,154,billing,8450 Maple Dr,City_58,,19218,Netherlands,False
536,1226,billing,3921 Elm St,City_16,,23532,Australia,True
537,263,shipping,5195 Maple Dr,City_8,,34520,Italy,True
538,1421,shipping,587 Main St,City_75,,69617,Sweden,True
539,1262,shipping,9469 Elm St,City_38,IL,54052,United States,False
540,741,billing,2637 Main St,City_34,,69729,France,True
541,226,shipping,8091 Elm St,City_39,,49884,France,False
542,1059,shipping,9473 Oak Ave,City_29,CA,11483,United States,False
543,459,shipping,3324 Elm St,City_2,,75838,France,False
544,1314,shipping,6954 Oak Ave,City_75,,37767,Netherlands,True
545,818,shipping,9607 Main St,City_51,,41203,Canada,True
546,734,billing,7136 Pine Rd,City_13,,69936,Australia,True
547,1248,shipping,8069 Maple Dr,City_62,,24732,Netherlands,False
548,97,shipping,4189 Main St,City_59,,49881,Canada,False
549,1034,shipping,3887 Maple Dr,City_47,NC,14829,United States,True
550,398,billing,8001 Main St,City_34,,87889,France,True
551,730,shipping,6977 Elm St,City_34,,98903,France,True
552,1283,billing,6670 Pine Rd,City_99,,19521,Sweden,True
553,189,shipping,6881 Main St,City_84,,43499,Netherlands,False
554,161,shipping,9481 Main St,City_70,,29839,Australia,True
555,1101,billing,7033 Oak Ave,City_50,,29024,Sweden,True
556,1143,shipping,2742 Maple Dr,City_28,,68710,Germany,False
557,1316,shipping,1198 Oak Ave,City_17,,48971,France,True
558,83,billing,694 Maple Dr,City_78,,66883,France,True
559,49,shipping,6914 Elm St,City_78,,73283,Germany,True
560,1220,shipping,6134 Oak Ave,City_67,,68145,Netherlands,False
561,872,billing,413 Oak Ave,City_36,,91793,Sweden,False
562,305,billing,7881 Pine Rd,City_40,,91372,Sweden,False
563,1204,shipping,3797 Maple Dr,City_5,,41043,Italy,False
564,19,shipping,5231 Main St,City_2,,54929,Netherlands,False
565,503,shipping,3146 Oak Ave,City_16,,59257,Italy,False
566,114,billing,606 Main St,City_40,,48405,United Kingdom,True
567,916,billing,8025 Main St,City_30,,55934,France,True
568,484,billing,8845 Maple Dr,City_92,,77661,France,True
569,1500,billing,7997 Main St,City_100,,41566,Netherlands,True
570,118,billing,4861 Maple Dr,City_85,,90228,Sweden,True
571,651,shipping,5009 Oak Ave,City_42,,68870,Spain,True
572,781,shipping,6473 Elm St,City_90,,42412,Canada,True
573,546,shipping,8784 Main St,City_64,,84847,Canada,False
574,992,shipping,8306 Pine Rd,City_34,,78287,France,False
575,1414,shipping,6044 Maple Dr,City_67,,49759,Spain,False
576,518,shipping,3048 Oak Ave,City_18,,70854,Australia,False
577,982,billing,1362 Maple Dr,City_51,,29770,Italy,True
578,1320,shipping,5817 Maple Dr,City_52,OH,51243,United States,True
579,55,shipping,6274 Oak Ave,City_63,,42249,Spain,True
580,129,billing,1170 Maple Dr,City_55,,36325,Canada,True
581,1313,billing,503 Maple Dr,City_70,,69739,Canada,False
582,603,shipping,867 Maple Dr,City_43,,24393,United Kingdom,True
583,32,shipping,7200 Elm St,City_99,,18950,United Kingdom,True
584,89,shipping,2502 Maple Dr,City_64,,23485,Canada,True
585,362,billing,5399 Oak Ave,City_78,,81284,Germany,True
586,928,shipping,2659 Elm St,City_41,,27501,Netherlands,True
587,1233,shipping,7175 Pine Rd,City_27,,36579,Sweden,False
588,1279,billing,9088 Elm St,City_17,FL,92576,United States,False
589,1015,shipping,2178 Main St,City_85,,21772,Spain,True
590,1140,billing,2428 Maple Dr,City_85,,32009,Germany,True
591,456,shipping,2950 Pine Rd,City_74,,98770,United Kingdom,True
592,689,billing,9839 Elm St,City_45,,79955,Canada,True
593,274,shipping,137 Elm St,City_13,,64719,Spain,True
594,495,billing,1404 Elm St,City_99,,55269,Sweden,True
595,382,billing,6534 Pine Rd,City_41,,22404,Italy,True
596,157,billing,478 Oak Ave,City_39,,52463,Sweden,True
597,635,shipping,8911 Main St,City_15,,98310,Netherlands,False
598,1405,shipping,840 Elm St,City_54,,62413,Netherlands,False
599,408,shipping,7923 Elm St,City_46,WA,96302,United States,False
600,1453,shipping,3077 Elm St,City_14,,12321,Canada,True
601,577,billing,3504 Maple Dr,City_60,,14509,Australia,False
602,1127,billing,6965 Oak Ave,City_72,,89810,United Kingdom,False
603,1304,shipping,8678 Oak Ave,City_62,,41957,Canada,True
604,1315,billing,1869 Main St,City_81,,89076,United Kingdom,False
605,306,billing,8184 Maple Dr,City_97,,69363,Australia,True
606,360,billing,9445 Main St,City_58,,60253,France,True
607,770,shipping,1805 Elm St,City_96,,53315,Netherlands,True
608,1489,shipping,512 Pine Rd,City_33,,73107,Netherlands,True
609,1216,shipping,5415 Elm St,City_79,,97286,Italy,True
610,1447,shipping,5413 Maple Dr,City_78,,68976,France,False
611,201,shipping,961 Oak Ave,City_77,,11296,Sweden,True
612,433,billing,5368 Pine Rd,City_30,,11861,Spain,False
613,841,shipping,8906 Elm St,City_1,,79336,France,True
614,916,billing,934 Pine Rd,City_30,,34542,France,True
615,1388,billing,2368 Oak Ave,City_78,,27180,Canada,True
616,1415,shipping,3310 Oak Ave,City_62,,43774,Canada,False
617,1017,shipping,3452 Oak Ave,City_45,,94535,Australia,False
618,534,billing,4954 Oak Ave,City_37,,10952,Netherlands,True
619,1155,shipping,3324 Oak Ave,City_24,,12175,United Kingdom,True
620,759,shipping,3914 Oak Ave,City_55,,28305,Sweden,False
621,784,billing,9497 Main St,City_92,,43457,Australia,False
622,593,shipping,7923 Pine Rd,City_16,,49072,Italy,True
623,681,shipping,3768 Main St,City_77,,89309,Australia,False
624,340,shipping,1983 Main St,City_1,,68312,Netherlands,False
625,71,billing,219 Maple Dr,City_66,,73965,Canada,True
626,401,shipping,8646 Pine Rd,City_12,,54504,France,True
627,167,billing,4756 Oak Ave,City_30,,41772,Sweden,True
628,941,billing,8395 Pine Rd,City_58,,38718,Australia,True
629,1089,billing,1206 Maple Dr,City_29,,99573,Italy,True
630,1304,shipping,6533 Main St,City_62,,36818,Canada,True
631,588,shipping,5345 Main St,City_65,,65257,Canada,True
632,133,shipping,3987 Pine Rd,City_40,NJ,22781,United States,False
633,384,billing,1846 Elm St,City_58,,40973,Canada,False
634,76,billing,7842 Maple Dr,City_10,,47701,Germany,False
635,985,shipping,7390 Oak Ave,City_87,NJ,64067,United States,False
636,670,shipping,3951 Main St,City_13,,42114,Sweden,True
637,984,shipping,7094 Main St,City_54,,32127,United Kingdom,True
638,1273,shipping,2104 Elm St,City_79,,90866,Sweden,False
639,608,billing,7378 Oak Ave,City_77,,93443,Sweden,True
640,481,shipping,3022 Maple Dr,City_28,,49639,Netherlands,False
641,595,shipping,8016 Pine Rd,City_11,,20655,Italy,False
642,932,shipping,3055 Maple Dr,City_48,,41074,Germany,False
643,442,billing,4334 Main St,City_21,,85335,Germany,False
644,930,shipping,5767 Elm St,City_70,VA,71322,United States,False
645,644,shipping,5871 Elm St,City_93,,45995,Italy,False
646,1141,shipping,8585 Main St,City_99,,67894,Sweden,True
647,270,billing,618 Oak Ave,City_91,,31094,Germany,False
648,591,shipping,9189 Pine Rd,City_24,,49083,Australia,True
649,590,shipping,3474 Maple Dr,City_41,,48324,Spain,False
650,1059,shipping,1530 Oak Ave,City_29,CA,40189,United States,False
651,806,billing,825 Pine Rd,City_17,,31708,Australia,False
652,1081,shipping,3112 Main St,City_26,,26913,Spain,True
653,1058,shipping,9525 Pine Rd,City_24,,76016,United Kingdom,True
654,640,shipping,2782 Main St,City_92,,69376,Italy,True
655,493,shipping,2822 Pine Rd,City_68,,56818,Germany,True
656,315,shipping,8380 Elm St,City_14,PA,10924,United States,True
657,872,shipping,1919 Pine Rd,City_36,,41691,Sweden,True
658,661,shipping,3785 Elm St,City_64,NC,42189,United States,True
659,199,shipping,5770 Maple Dr,City_19,,65016,Sweden,True
660,1090,shipping,3871 Main St,City_76,,14585,United Kingdom,False
661,698,billing,8031 Elm St,City_58,IL,40060,United States,False
662,578,shipping,5330 Oak Ave,City_35,,70017,Spain,False
663,1455,shipping,6321 Elm St,City_92,TX,43916,United States,True
664,1127,shipping,9473 Main St,City_72,,45948,United Kingdom,True
665,180,shipping,8175 Pine Rd,City_59,,61507,France,False
666,927,shipping,5068 Oak Ave,City_57,,19165,Germany,False
667,860,shipping,3844 Maple Dr,City_6,,79218,Netherlands,True
668,739,shipping,5058 Oak Ave,City_99,,90254,Spain,True
669,1012,billing,3312 Elm St,City_55,,23540,Canada,True
670,1313,shipping,3071 Maple Dr,City_70,,46957,Canada,True
671,1366,shipping,8734 Maple Dr,City_33,,58080,United Kingdom,True
672,967,shipping,133 Oak Ave,City_95,,96340,Canada,True
673,1191,shipping,1131 Oak Ave,City_56,,16694,Italy,True
674,1241,shipping,1486 Elm St,City_18,,44989,Spain,False
675,1042,billing,5893 Main St,City_35,,58220,Sweden,True
676,1467,billing,4288 Maple Dr,City_17,,72524,Netherlands,False
677,1336,shipping,2219 Main St,City_56,,77859,Netherlands,True
678,431,shipping,6015 Main St,City_62,,97398,Netherlands,True
679,1199,billing,8971 Maple Dr,City_14,,46629,Netherlands,True
680,65,shipping,5944 Maple Dr,City_35,,44742,Spain,True
681,572,billing,1133 Elm St,City_3,,85399,Canada,True
682,669,shipping,6973 Maple Dr,City_13,,19100,Spain,True
683,1269,shipping,3343 Elm St,City_91,,29178,Spain,True
684,576,shipping,7090 Oak Ave,City_24,,66206,Netherlands,True
685,1463,shipping,5980 Elm St,City_12,,96088,Canada,True
686,1286,billing,3753 Pine Rd,City_46,MD,96410,United States,True
687,418,shipping,7861 Oak Ave,City_98,,70474,Spain,True
688,676,shipping,4859 Elm St,City_80,,88001,Italy,False
689,1279,shipping,5789 Maple Dr,City_17,FL,88482,United States,True
690,1343,billing,4559 Elm St,City_98,,22927,Sweden,True
691,645,shipping,6578 Main St,City_53,,64916,Sweden,False
692,791,shipping,4763 Elm St,City_78,,99249,Spain,True
693,912,billing,8017 Pine Rd,City_90,,10621,Sweden,False
694,1181,shipping,2571 Elm St,City_64,,13919,Canada,True
695,553,shipping,895 Main St,City_29,,68653,United Kingdom,False
696,802,shipping,7028 Pine Rd,City_88,,76673,France,True
697,476,billing,3185 Oak Ave,City_44,,56776,Sweden,False
698,463,shipping,9227 Maple Dr,City_49,,92196,Australia,False
699,126,billing,1016 Maple Dr,City_19,,80190,Australia,False
700,1142,billing,4664 Maple Dr,City_9,FL,49417,United States,True
701,388,shipping,6348 Pine Rd,City_26,,44359,Sweden,True
702,1199,shipping,4544 Oak Ave,City_14,,28934,Netherlands,True
703,1131,billing,969 Elm St,City_68,,91281,Sweden,True
704,1297,billing,2969 Main St,City_35,,72128,Canada,False
705,1004,billing,5126 Oak Ave,City_11,,20151,Italy,True
706,633,shipping,8473 Oak Ave,City_11,,37772,Canada,False
707,709,shipping,6662 Elm St,City_30,,52351,United Kingdom,True
708,1160,shipping,6077 Maple Dr,City_87,,48105,United Kingdom,False
709,146,shipping,3673 Elm St,City_65,,83009,United Kingdom,True
710,1390,shipping,8674 Pine Rd,City_9,,53790,Sweden,True
711,504,shipping,1801 Main St,City_83,,78380,Canada,False
712,34,shipping,2146 Pine Rd,City_1,,77986,Spain,False
713,684,shipping,7269 Main St,City_29,OH,66815,United States,True
714,233,shipping,8803 Elm St,City_13,NY,44303,United States,False
715,1306,shipping,6747 Elm St,City_3,,37747,Spain,True
716,26,shipping,8502 Main St,City_15,,40715,Canada,True
717,282,shipping,3641 Elm St,City_51,,50439,United Kingdom,True
718,1006,shipping,2186 Main St,City_48,,92568,Netherlands,False
719,1493,billing,8825 Oak Ave,City_98,,13785,Spain,True
720,52,shipping,9622 Pine Rd,City_23,,90892,Spain,True
721,986,billing,4566 Main St,City_25,TX,93989,United States,True
722,476,billing,4583 Pine Rd,City_44,,88634,Sweden,False
723,573,shipping,2114 Oak Ave,City_22,,98792,Australia,False
724,683,shipping,1376 Pine Rd,City_48,,32200,Netherlands,True
725,728,shipping,2428 Pine Rd,City_90,,43453,Spain,False
726,198,shipping,1921 Pine Rd,City_61,,38719,Sweden,True
727,263,shipping,2429 Pine Rd,City_8,,17985,Italy,True
728,1051,billing,6264 Maple Dr,City_36,NJ,87075,United States,True
729,1019,shipping,1134 Main St,City_98,,35334,Spain,True
730,1470,billing,5896 Maple Dr,City_30,,49766,United Kingdom,False
731,1143,shipping,2244 Maple Dr,City_28,,34606,Germany,True
732,340,shipping,8474 Oak Ave,City_1,,56211,Netherlands,False
733,212,billing,2220 Elm St,City_90,,17956,Australia,True
734,1075,shipping,1218 Pine Rd,City_58,,88697,Spain,False
735,1417,shipping,2340 Oak Ave,City_57,,61859,France,False
736,280,shipping,763 Oak Ave,City_57,NC,27260,United States,True
737,419,shipping,4630 Main St,City_51,,70228,Italy,False
738,983,shipping,2490 Main St,City_63,,98547,Italy,True
739,209,shipping,5983 Oak Ave,City_42,,47725,France,True
740,143,shipping,219 Maple Dr,City_92,,13150,Spain,True
741,42,billing,1981 Elm St,City_36,,32284,France,False
742,9,shipping,8816 Pine Rd,City_88,,12119,Germany,True
743,600,billing,9421 Pine Rd,City_7,,35728,Germany,False
744,1421,shipping,1920 Main St,City_75,,89678,Sweden,False
745,1149,shipping,8026 Main St,City_4,,71894,Netherlands,False
746,1419,billing,3000 Pine Rd,City_74,,95519,France,False
747,783,shipping,1483 Pine Rd,City_53,,63419,Spain,True
748,798,shipping,6531 Pine Rd,City_83,,97703,Italy,True
749,860,shipping,292 Pine Rd,City_6,,52468,Netherlands,True
750,1428,shipping,6794 Oak Ave,City_26,,77871,Sweden,True
751,1169,shipping,7993 Pine Rd,City_42,,89262,Germany,True
752,951,shipping,1101 Maple Dr,City_37,,71616,Italy,False
753,621,billing,1208 Oak Ave,City_30,,63850,Italy,True
754,579,billing,3132 Main St,City_63,,40465,Italy,True
755,1383,shipping,2317 Elm St,City_59,,16816,United Kingdom,True
756,1061,billing,5244 Pine Rd,City_85,,72929,France,False
757,878,shipping,3356 Maple Dr,City_100,,95938,Germany,True
758,1120,shipping,9481 Elm St,City_7,,89571,Netherlands,False
759,1107,shipping,655 Oak Ave,City_7,,39582,Sweden,False
760,158,shipping,1895 Elm St,City_61,WI,19303,United States,False
761,182,shipping,25 Oak Ave,City_30,,90752,Canada,True
762,539,shipping,7024 Pine Rd,City_99,,47038,France,False
763,567,shipping,488 Pine Rd,City_58,,73069,Spain,True
764,401,billing,1423 Pine Rd,City_12,,11615,France,True
765,567,billing,6420 Main St,City_58,,15715,Spain,True
766,888,shipping,6787 Oak Ave,City_56,,55566,Spain,False
767,1049,shipping,9134 Maple Dr,City_42,,96643,Spain,True
768,775,shipping,4351 Pine Rd,City_29,,48022,Canada,False
769,1340,shipping,8636 Maple Dr,City_27,,27014,France,True
770,151,shipping,4021 Pine Rd,City_93,,55000,Sweden,True
771,945,shipping,3369 Oak Ave,City_37,,80169,Germany,False
772,588,billing,6281 Main St,City_65,,74920,Canada,True
773,905,shipping,9239 Main St,City_57,,47019,Italy,False
774,522,shipping,1417 Main St,City_58,,11351,United Kingdom,True
775,1359,shipping,5163 Maple Dr,City_32,,92878,Sweden,False
776,1334,billing,458 Elm St,City_92,,62807,Spain,True
777,1351,shipping,4307 Maple Dr,City_78,,66229,Spain,True
778,474,shipping,7106 Maple Dr,City_22,,17783,Italy,True
779,164,billing,3693 Maple Dr,City_45,,29167,United Kingdom,False
780,1477,shipping,2978 Main St,City_8,,16047,Germany,False
781,487,shipping,9879 Maple Dr,City_94,,88868,Sweden,True
782,1279,shipping,9090 Pine Rd,City_17,FL,12975,United States,True
783,791,billing,8383 Maple Dr,City_78,,46627,Spain,True
784,1489,shipping,8535 Oak Ave,City_33,,98041,Netherlands,True
785,585,billing,6405 Maple Dr,City_40,,11463,Spain,False
786,228,shipping,1851 Main St,City_45,,90373,Sweden,True
787,1154,shipping,3834 Maple Dr,City_20,,30346,United Kingdom,False
788,1360,billing,3434 Maple Dr,City_38,,92696,France,False
789,127,shipping,6128 Oak Ave,City_28,NC,70075,United States,True
790,662,shipping,2227 Elm St,City_25,,14867,Netherlands,True
791,467,shipping,5194 Main St,City_15,,95286,Netherlands,True
792,1031,shipping,8770 Elm St,City_44,,29875,Canada,True
793,339,shipping,5898 Elm St,City_66,,75051,Australia,True
794,971,billing,7622 Maple Dr,City_19,,76113,Germany,True
795,1473,shipping,163 Maple Dr,City_90,,92113,Germany,True
796,279,billing,3456 Maple Dr,City_51,,75069,Canada,True
797,975,billing,6420 Elm St,City_14,,37882,Germany,True
798,1274,shipping,8326 Maple Dr,City_3,,80888,Australia,False
799,1208,shipping,5081 Maple Dr,City_64,,86817,Sweden,False
800,1345,billing,6566 Elm St,City_77,,93751,Canada,True
801,1147,billing,9295 Elm St,City_48,,56927,United Kingdom,True
802,574,shipping,1260 Pine Rd,City_52,,94949,Sweden,True
803,832,shipping,9148 Maple Dr,City_54,,10320,Australia,True
804,404,billing,1149 Pine Rd,City_81,,10829,Germany,True
805,719,shipping,8731 Oak Ave,City_35,,58609,France,False
806,963,shipping,8878 Pine Rd,City_66,,95545,Spain,False
807,36,shipping,3014 Pine Rd,City_54,,53039,France,True
808,489,shipping,1037 Elm St,City_36,,78244,United Kingdom,True
809,409,billing,7394 Elm St,City_45,,13695,Netherlands,True
810,516,shipping,3248 Oak Ave,City_66,,57049,Italy,True
811,395,shipping,1927 Elm St,City_40,,88169,Netherlands,True
812,1148,shipping,3790 Pine Rd,City_46,,29587,United Kingdom,True
813,1213,billing,9720 Oak Ave,City_32,,66040,Australia,True
814,196,billing,3011 Pine Rd,City_39,,85068,France,False
815,589,shipping,119 Main St,City_1,,90528,Germany,False
816,1334,billing,5125 Maple Dr,City_92,,85301,Spain,True
817,350,billing,8339 Pine Rd,City_34,,40912,France,False
818,970,shipping,5039 Pine Rd,City_54,,75052,Netherlands,False
819,932,billing,5112 Oak Ave,City_48,,51280,Germany,True
820,1434,shipping,2584 Oak Ave,City_9,,83000,Spain,True
821,290,shipping,2333 Maple Dr,City_73,,39114,Netherlands,False
822,1297,billing,8213 Oak Ave,City_35,,23504,Canada,False
823,205,shipping,8825 Elm St,City_53,MI,82424,United States,False
824,1264,shipping,704 Main St,City_18,,69915,Canada,True
825,301,shipping,1252 Oak Ave,City_75,,34034,Sweden,False
826,128,shipping,7562 Main St,City_82,,94703,Spain,False
827,559,shipping,1386 Pine Rd,City_16,,76815,Australia,True
828,1448,shipping,3432 Main St,City_90,,34020,Germany,False
829,629,shipping,8263 Maple Dr,City_88,,83138,Netherlands,True
830,1300,billing,5340 Elm St,City_27,,37389,Australia,True
831,511,shipping,8001 Pine Rd,City_49,,32053,Sweden,False
832,1299,shipping,8906 Pine Rd,City_88,TX,56522,United States,True
833,559,billing,6444 Oak Ave,City_16,,59114,Australia,False
834,16,shipping,1794 Pine Rd,City_66,,98685,United Kingdom,False
835,937,billing,5192 Oak Ave,City_100,,84914,France,False
836,1095,billing,5220 Elm St,City_93,,88915,United Kingdom,False
837,1001,shipping,2649 Main St,City_86,,71766,Italy,True
838,81,shipping,7962 Maple Dr,City_39,,83037,Sweden,False
839,641,shipping,3334 Elm St,City_16,,35399,Australia,True
840,1458,billing,787 Main St,City_85,,55231,Canada,False
841,639,shipping,7919 Oak Ave,City_75,,71358,Canada,True
842,1276,shipping,1525 Main St,City_51,,79669,France,True
843,31,shipping,8748 Maple Dr,City_29,,12210,Italy,True
844,181,shipping,8892 Pine Rd,City_77,MA,47935,United States,True
845,10,shipping,2752 Pine Rd,City_88,,52140,United Kingdom,False
846,136,shipping,2500 Pine Rd,City_85,,70753,Australia,True
847,74,shipping,3470 Main St,City_74,,33490,France,True
848,115,billing,3794 Elm St,City_50,,42225,Netherlands,False
849,807,shipping,691 Pine Rd,City_64,,93900,Netherlands,True
850,1124,shipping,4142 Main St,City_53,AZ,22573,United States,True
851,1157,billing,7540 Maple Dr,City_26,,57335,Germany,False
852,566,billing,6822 Main St,City_26,,91838,Italy,False
853,56,shipping,8184 Main St,City_40,,91315,France,True
854,301,shipping,5236 Main St,City_75,,12770,Sweden,True
855,392,billing,1141 Pine Rd,City_61,,62520,United Kingdom,True
856,1012,shipping,1728 Maple Dr,City_55,,97483,Canada,True
857,979,billing,2733 Main St,City_89,,61303,Italy,False
858,46,shipping,2796 Pine Rd,City_18,,13897,Spain,True
859,1020,billing,7171 Elm St,City_28,,88897,France,False
860,1066,billing,9243 Pine Rd,City_23,,12736,France,False
861,617,shipping,520 Main St,City_63,,62479,Italy,True
862,1130,shipping,724 Main St,City_38,,69195,Germany,False
863,516,shipping,1273 Elm St,City_66,,99872,Italy,True
864,451,shipping,9723 Main St,City_64,,88659,Italy,False
865,1365,shipping,9224 Oak Ave,City_62,MO,63578,United States,False
866,488,billing,4597 Elm St,City_75,,12349,Italy,True
867,925,billing,312 Elm St,City_88,,66776,Canada,True
868,733,shipping,6229 Pine Rd,City_55,,26776,Sweden,True
869,1312,shipping,9134 Oak Ave,City_27,,19253,Italy,False
870,1234,shipping,5330 Maple Dr,City_32,,75998,Canada,False
871,1024,shipping,1402 Maple Dr,City_79,,88352,Australia,True
872,1341,billing,1802 Elm St,City_12,,30438,United Kingdom,False
873,23,shipping,4402 Pine Rd,City_11,WI,19243,United States,True
874,548,billing,1350 Oak Ave,City_47,NC,74023,United States,True
875,391,shipping,8868 Pine Rd,City_67,,89386,Sweden,True
876,69,shipping,1997 Pine Rd,City_80,,15816,Australia,False
877,432,shipping,7462 Pine Rd,City_35,,41726,Sweden,True
878,1116,billing,1898 Maple Dr,City_13,,23267,Sweden,False
879,570,shipping,4546 Pine Rd,City_95,,87550,Australia,True
880,43,shipping,6722 Oak Ave,City_9,,17180,France,True
881,1303,shipping,2149 Elm St,City_37,,90395,Germany,True
882,1320,billing,6471 Main St,City_52,OH,68879,United States,True
883,1357,shipping,9750 Oak Ave,City_52,,34917,Germany,False
884,1443,shipping,3598 Main St,City_67,,29455,Spain,True
885,456,shipping,8961 Oak Ave,City_74,,28676,United Kingdom,True
886,46,shipping,8360 Pine Rd,City_18,,54143,Spain,False
887,861,shipping,3385 Pine Rd,City_11,,85096,Spain,True
